st_name,st_distance,st_right_ascension,st_declination,st_spectral_type,st_solar_radii,st_mass,st_luminosity,st_effective_temp,pl_discovery_method,pl_orbital_period,pl_orbital_sm_axis,pl_orbital_eccentricity,pl_orbital_inclination,pl_jupiter_mass,pl_earth_mass,pl_earth_mass_sini,pl_jupiter_radii,pl_earth_radii,pl_density,pl_equilibrium_temp
Kepler-79,,300.517131,44.38158,,1.3,1.17,0.342,6174,Transit,52.0902,0.287,0.025,89.93,0.019,6,,0.639,7.16,0.09,
Kepler-79,,300.517131,44.38158,,1.3,1.17,0.342,6174,Transit,81.0659,0.386,0.012,89.13,0.013,4.1,,0.311,3.49,0.53,
Kepler-790,727,286.917117,38.872221,,0.8,0.84,,5208,Transit,13.73469807,,,,,,,0.194,2.18,,
Kepler-791,1447,293.595841,39.029477,,1.47,1.3,,6383,Transit,14.5539759,,,,,,,0.272,3.05,,
Kepler-792,1205,292.006813,38.820733,,1.12,1.09,,5971,Transit,11.30119217,,,,,,,0.175,1.96,,
Kepler-793,794,295.21664,38.774343,,0.97,0.98,,5745,Transit,4.24153639,,,,,,,0.122,1.37,,
Kepler-794,763,288.133701,38.996881,,1.38,1.19,,5839,Transit,11.13125132,,,,,,,0.188,2.11,,
Kepler-795,458,291.019046,38.54558,,0.96,0.94,,5631,Transit,29.6193421,,,,,,,0.15,1.68,,
Kepler-796,377,287.307857,39.144731,,1.09,0.93,,5475,Transit,6.40087618,,,,,,,0.116,1.3,,
Kepler-797,752,297.208965,41.781708,,0.95,0.96,,5680,Transit,27.07237711,,,,,,,0.194,2.17,,
Kepler-798,1085,292.478209,42.142291,,1.29,1.19,,6224,Transit,13.71933369,,,,,,,0.213,2.39,,
Kepler-799,1029,287.174894,44.878571,,0.93,0.95,,5681,Transit,133.4605235,,,,,,,0.614,6.88,,
Kepler-8,1330,281.288118,42.45108,,1.49,1.21,,6213,Transit,3.5224991,0.0474,,83.978,0.59,187.5197,,1.416,15.872,0.27,1680
Kepler-80,357,296.112564,39.978779,K5,0.68,0.73,-0.77,4540,Transit,7.05246,0.0648,,89.34,0.0218,6.93,,0.238,2.67,1.38,
Kepler-80,357,296.112564,39.978779,K5,0.68,0.73,-0.77,4540,Transit,9.52355,0.0792,,89.33,0.02121,6.74,,0.244,2.74,1.22,
Kepler-80,357,296.112564,39.978779,K5,0.68,0.73,-0.77,4540,Transit,3.07222,0.0372,,88.35,0.02124,6.75,,0.136,1.53,7.04,
Kepler-80,357,296.112564,39.978779,K5,0.68,0.73,-0.77,4540,Transit,4.64489,0.0491,,88.79,0.01299,4.13,,0.143,1.6,3.75,
Kepler-80,357,296.112564,39.978779,K5,0.68,0.73,-0.77,4540,Transit,0.9867873,0.0175,,86.5,,,,0.108,1.21,,
Kepler-800,1049,286.574823,44.795204,,0.82,0.85,,5315,Transit,14.13176026,,,,,,,0.254,2.85,,
Kepler-801,419,286.075243,44.664639,,0.63,0.67,,4435,Transit,11.41928253,,,,,,,0.178,2,,
Kepler-802,828,286.015855,45.007767,,0.9,0.93,,5507,Transit,40.0587473,,,,,,,0.316,3.54,,
Kepler-803,615,299.221605,44.693874,,1.12,1.05,,5919,Transit,50.28638192,,,,,,,0.338,3.79,,
Kepler-804,648,293.37227,44.785137,,1.05,1.01,,5817,Transit,14.37457351,,,,,,,0.173,1.94,,
Kepler-804,648,293.37227,44.785137,,1.05,1.01,,5817,Transit,9.65185017,,,,,,,0.102,1.14,,
Kepler-805,657,293.229945,45.053314,,1.65,1.19,,6112,Transit,30.8638931,,,,,,,0.258,2.89,,
Kepler-806,260,296.007043,44.853443,,1.16,0.99,,5770,Transit,8.09219642,,,,,,,0.102,1.14,,
Kepler-807,1312,289.020172,48.119812,,1.06,1.04,,5965,Transit,117.9310878,,,,,,,0.93,10.42,,
Kepler-808,321,291.59409,48.445614,,0.71,0.76,,4653,Transit,0.63133235,,,,,,,0.13,1.46,,
Kepler-809,933,289.083643,48.018131,,0.98,0.99,,5734,Transit,55.63934,,,,,,,0.269,3.01,,
Kepler-81,,293.63695,42.82497,,0.59,0.64,,4500,Transit,5.955,,,,,,,0.216,2.42,,
Kepler-81,,293.63695,42.82497,,0.59,0.64,,4500,Transit,12.04,,,,,,,0.211,2.37,,
Kepler-81,,293.63695,42.82497,,0.59,0.64,,4500,Transit,20.837846,0.128,,,,,,0.108,1.21,,
Kepler-810,1554,296.614859,48.082645,,1.04,1.03,,5803,Transit,4.59725385,,,,,,,0.172,1.93,,
Kepler-811,847,285.424273,47.834614,,1.24,1.01,,5747,Transit,23.58447697,,,,,,,0.241,2.7,,
Kepler-812,1482,288.85529,48.208538,,1.71,1.45,,6761,Transit,10.11716531,,,,,,,0.317,3.55,,
Kepler-813,840,285.662694,48.435371,,0.93,0.95,,5743,Transit,19.12947337,,,,,,,0.191,2.14,,
Kepler-814,1327,284.910486,48.431644,,1.22,1.15,,6162,Transit,6.1469851,,,,,,,0.189,2.12,,
Kepler-815,1199,285.22111,47.881382,,3.42,1.25,,5028,Transit,8.57503552,,,,,,,0.367,4.11,,
Kepler-816,1059,293.362842,39.212452,,0.85,0.9,,5286,Transit,10.50682565,,,,,,,0.914,10.24,,
Kepler-817,1401,296.081856,39.161617,,1.03,1.03,,5861,Transit,3.99010623,,,,,,,0.806,9.03,,
Kepler-818,967,296.235105,39.370343,,0.92,0.94,,5638,Transit,10.03538581,,,,,,,0.456,5.11,,
Kepler-819,722,295.370797,39.177218,,0.81,0.86,,5279,Transit,33.1995648,,,,,,,0.246,2.76,,
Kepler-82,,292.87339,42.966137,,0.94,0.85,,5428,Transit,26.444,,,,,,,0.357,4,,
Kepler-82,,292.87339,42.966137,,0.94,0.85,,5428,Transit,51.538,,,,,,,0.477,5.35,,
Kepler-82,,292.87339,42.966137,,0.94,0.85,,5428,Transit,2.382961,0.034,,,,,,0.158,1.77,,
Kepler-82,,292.87339,42.966137,,0.94,0.85,,5428,Transit,5.902206,0.063,,,,,,0.22,2.47,,
Kepler-820,989,291.020145,39.220678,,1.36,1.23,,6260,Transit,127.8338098,,,,,,,0.543,6.09,,
Kepler-821,619,285.617437,39.37953,,0.8,0.84,,5191,Transit,1.92279873,,,,,,,0.117,1.31,,
Kepler-822,956,292.276118,39.550179,,1.08,1.06,,5928,Transit,3.22296927,,,,,,,0.158,1.77,,
Kepler-823,896,284.582577,39.220204,,0.96,0.98,,5643,Transit,4.16809082,,,,,,,0.14,1.57,,
Kepler-824,1352,290.477412,39.732009,,1.22,1.15,,6035,Transit,4.51436633,,,,,,,0.167,1.87,,
Kepler-825,820,294.769908,39.398514,,1.08,1.03,,5976,Transit,3.77360059,,,,,,,0.136,1.53,,
Kepler-825,820,294.769908,39.398514,,1.08,1.03,,5976,Transit,8.1818246,,,,,,,0.164,1.84,,
Kepler-826,649,284.860139,39.240548,,1.15,1.05,,6079,Transit,4.48758907,,,,,,,0.112,1.25,,
Kepler-827,1352,294.966046,42.708569,,0.91,0.93,,5602,Transit,51.92927591,,,,,,,0.502,5.63,,
Kepler-828,625,286.887275,42.471256,,0.77,0.81,,5039,Transit,0.56785714,,,,,,,0.135,1.51,,
Kepler-829,954,282.332793,42.463825,,0.97,0.98,,5698,Transit,6.88337562,,,,,,,0.188,2.11,,
Kepler-83,,282.232525,43.665627,,0.59,0.66,,4648,Transit,9.77,,,,,,,0.252,2.83,,
Kepler-83,,282.232525,43.665627,,0.59,0.66,,4648,Transit,20.09,,,,,,,0.211,2.36,,
Kepler-83,,282.232525,43.665627,,0.59,0.66,,4648,Transit,5.169796,0.051,,,,,,0.173,1.94,,
Kepler-830,1122,295.054286,42.756847,,1.11,1.07,,6037,Transit,11.29695137,,,,,,,0.152,1.7,,
Kepler-831,577,294.985491,42.727669,,0.97,0.99,,5732,Transit,5.62153941,,,,,,,0.113,1.27,,
Kepler-832,1346,295.926094,45.383862,,0.9,0.92,,5596,Transit,7.1396941,,,,,,,0.184,2.06,,
Kepler-833,421,290.479954,45.6007,,0.62,0.64,,4339,Transit,18.7546998,,,,,,,0.18,2.02,,
Kepler-834,620,287.054516,45.180374,,0.66,0.7,,4554,Transit,13.32388301,,,,,,,0.18,2.02,,
Kepler-835,2011,283.574233,45.734802,,1.11,1.08,,5954,Transit,11.41909375,,,,,,,0.249,2.79,,
Kepler-836,1003,287.452778,45.704399,,1.04,1.03,,5895,Transit,11.36112327,,,,,,,0.244,2.73,,
Kepler-837,846,285.24667,45.950195,,0.81,0.85,,5403,Transit,16.56059504,,,,,,,0.228,2.56,,
Kepler-838,1210,285.435512,45.976021,,0.96,0.98,,5770,Transit,15.74957994,,,,,,,0.244,2.73,,
Kepler-839,833,291.074676,45.242584,,1.31,1.22,,6058,Transit,37.8144514,,,,,,,0.229,2.57,,
Kepler-84,,298.252049,40.496077,,1.17,1,,6031,Transit,8.726,,,,,,,0.199,2.23,,
Kepler-84,,298.252049,40.496077,,1.17,1,,6031,Transit,12.883,,,,,,,0.211,2.36,,
Kepler-84,,298.252049,40.496077,,1.17,1,,6031,Transit,4.224537,0.052,,,,,,0.123,1.38,,
Kepler-84,,298.252049,40.496077,,1.17,1,,6031,Transit,27.434389,0.181,,,,,,0.232,2.6,,
Kepler-84,,298.252049,40.496077,,1.17,1,,6031,Transit,44.552169,0.25,,,,,,0.196,2.2,,
Kepler-840,778,296.507394,49.457291,,1.06,1.04,,5920,Transit,2.49577962,,,,,,,1.523,17.07,,
Kepler-841,1052,284.251306,48.809612,,0.81,0.85,,5324,Transit,124.4198398,,,,,,,0.467,5.23,,
Kepler-842,552,292.328581,49.653538,,0.73,0.78,,4848,Transit,1.21956827,,,,,,,0.143,1.6,,
Kepler-843,1247,296.321994,48.971478,,1.03,1.02,,5830,Transit,2.05387982,,,,,,,0.231,2.59,,
Kepler-844,394,287.857729,48.774113,,0.57,0.59,,4128,Transit,2.61302086,,,,,,,0.15,1.68,,
Kepler-845,471,290.957565,49.203812,,0.75,0.79,,4913,Transit,0.92785982,,,,,,,0.182,2.04,,
Kepler-846,1233,287.057016,49.046021,,0.91,0.94,,5579,Transit,19.80792185,,,,,,,0.221,2.48,,
Kepler-847,529,283.504798,49.451015,,0.77,0.83,,4940,Transit,2.3432319,,,,,,,0.105,1.18,,
Kepler-848,797,293.288273,48.811619,,1.2,1.01,,5695,Transit,6.91134416,,,,,,,0.152,1.7,,
Kepler-849,747,290.851779,48.521339,,1.64,1.23,,6059,Transit,394.6244904,,,,,,,0.637,7.14,,
Kepler-85,,290.973429,45.290318,,0.89,0.92,,5436,Transit,8.306,,,,,,,0.176,1.97,,
Kepler-85,,290.973429,45.290318,,0.89,0.92,,5436,Transit,12.513,,,,,,,0.194,2.18,,
Kepler-85,,290.973429,45.290318,,0.89,0.92,,5436,Transit,17.91323,0.13,,,,,,0.107,1.2,,
Kepler-85,,290.973429,45.290318,,0.89,0.92,,5436,Transit,25.216751,0.163,,,,,,0.113,1.27,,
Kepler-850,1535,293.084462,48.57539,,1.09,1.06,,5932,Transit,7.19303878,,,,,,,0.159,1.78,,
Kepler-851,869,294.680286,49.14016,,0.85,0.89,,5455,Transit,8.50699658,,,,,,,0.15,1.68,,
Kepler-852,854,297.391593,48.560692,,1.16,1.19,,6100,Transit,44.9309804,,,,,,,0.227,2.54,,
Kepler-853,610,283.936824,49.110325,,1.55,1.3,,6350,Transit,7.16892463,,,,,,,0.151,1.69,,
Kepler-854,741,293.351293,43.13464,,1.27,1.17,,6179,Transit,2.14463285,,,,,,,1.492,16.72,,
Kepler-855,1043,295.09499,43.537586,,1.03,1.03,,5835,Transit,7.8866311,,,,,,,0.745,8.35,,
Kepler-856,1175,289.603836,46.314953,,0.93,0.96,,5535,Transit,8.02768059,,,,,,,0.83,9.3,,
Kepler-857,1039,294.632389,43.400467,,0.99,0.99,,5773,Transit,85.35129427,,,,,,,0.607,6.8,,
Kepler-858,296,288.848631,51.209049,,0.91,0.96,,5653,Transit,76.13602028,,,,,,,0.434,4.87,,
Kepler-859,915,286.741873,43.190108,,0.77,0.81,,5020,Transit,20.38177573,,,,,,,0.276,3.09,,
Kepler-860,1295,295.577265,46.254742,,1.06,1.04,,5836,Transit,5.10137945,,,,,,,0.289,3.24,,
Kepler-861,806,292.353929,46.22628,,0.78,0.82,,5047,Transit,3.94963138,,,,,,,0.203,2.28,,
Kepler-862,806,297.779266,46.492741,,0.84,0.88,,5333,Transit,3.14866453,,,,,,,0.197,2.21,,
Kepler-863,1145,297.664523,43.248962,,0.95,0.96,,5678,Transit,15.59461874,,,,,,,0.259,2.9,,
Kepler-864,1573,285.057092,46.320675,,1,1,,5754,Transit,5.83376092,,,,,,,0.214,2.4,,
Kepler-865,664,297.724283,43.527435,,0.92,0.93,,5570,Transit,14.16399294,,,,,,,0.222,2.49,,
Kepler-866,690,290.122337,43.08556,,0.71,0.75,,4751,Transit,2.61703254,,,,,,,0.145,1.63,,
Kepler-867,824,287.285313,51.249981,,0.91,0.92,,5541,Transit,150.242127,,,,,,,0.414,4.64,,
Kepler-868,1269,282.363512,46.67524,,0.89,0.93,,5614,Transit,5.03251791,,,,,,,0.183,2.05,,
Kepler-869,957,289.424591,50.994122,,0.95,0.97,,5664,Transit,40.4287755,,,,,,,0.322,3.61,,
Kepler-87,,297.916877,46.96513,,1.82,1.1,,5600,Transit,114.73635,0.481,0.036,89.274,1.02,324.2,,1.204,13.49,0.729,478
Kepler-87,,297.916877,46.96513,,1.82,1.1,,5600,Transit,191.2318,0.676,0.039,89.588,0.02,6.4,,0.548,6.14,0.152,403
Kepler-870,1231,295.402544,50.478634,,1.02,1.01,,5857,Transit,21.3587621,,,,,,,0.248,2.78,,
Kepler-871,1695,294.52711,43.36816,,1.14,1.11,,5993,Transit,22.0459018,,,,,,,0.334,3.74,,
Kepler-872,1114,295.417461,43.60564,,1.08,1.05,,5902,Transit,2.57885507,,,,,,,0.178,1.99,,
Kepler-873,1397,296.403212,51.271339,,1.27,1.18,,6163,Transit,20.5533844,,,,,,,0.335,3.75,,
Kepler-874,1072,294.95686,43.014328,,1.13,1.09,,6020,Transit,40.0686727,,,,,,,0.352,3.94,,
Kepler-875,1244,297.3013,43.141888,,1.11,1.06,,5958,Transit,27.5073799,,,,,,,0.259,2.9,,
Kepler-876,735,283.478199,43.383781,,0.77,0.81,,5060,Transit,5.14438011,,,,,,,0.128,1.43,,
Kepler-877,572,289.859129,46.522667,,0.81,0.85,,5261,Transit,18.45847097,,,,,,,0.189,2.12,,
Kepler-878,567,285.296197,46.603439,,0.77,0.81,,5044,Transit,25.9422033,,,,,,,0.172,1.93,,
Kepler-879,772,295.806573,50.909798,,1.02,1.02,,5792,Transit,33.3855938,,,,,,,0.229,2.57,,
Kepler-880,673,281.971245,43.672771,,1.74,1.46,,6761,Transit,7.71468975,,,,,,,0.237,2.66,,
Kepler-881,1364,288.992588,46.670753,,1.09,1.06,,5961,Transit,4.44448017,,,,,,,0.159,1.78,,
Kepler-882,525,294.649885,43.335587,,0.87,0.9,,5476,Transit,3.98953967,,,,,,,0.11,1.23,,
Kepler-883,549,286.433673,50.300327,,1.09,1.06,,6116,Transit,12.98495573,,,,,,,0.159,1.78,,
Kepler-884,420,292.584443,49.923161,,0.94,1,,5715,Transit,5.69919514,,,,,,,0.11,1.23,,
Kepler-885,632,288.661559,49.737206,,1.35,1.21,,6187,Transit,18.11472949,,,,,,,0.223,2.5,,
Kepler-886,857,286.271745,43.595234,,1.16,1.1,,6098,Transit,6.24146367,,,,,,,0.136,1.52,,
Kepler-887,831,290.090807,39.816989,,1.29,1.19,,6194,Transit,20.42228798,,,,,,,0.164,1.84,,
Kepler-887,831,290.090807,39.816989,,1.29,1.19,,6194,Transit,7.63846023,,,,,,,0.101,1.13,,
Kepler-888,413,295.521206,49.738632,,0.9,0.97,,5875,Transit,70.6979061,,,,,,,0.157,1.76,,
Kepler-889,513,291.467319,50.759489,,1.25,1.14,,5961,Transit,3.744439,,,,,,,0.097,1.09,,
Kepler-890,1387,288.435745,43.763496,,1.13,1.09,,5954,Transit,52.75875577,,,,,,,0.793,8.89,,
Kepler-891,1372,291.083797,40.355255,,1.07,1.06,,5887,Transit,53.44945593,,,,,,,0.572,6.41,,
Kepler-892,640,283.129641,43.888241,,0.72,0.75,,4747,Transit,13.7521072,,,,,,,0.251,2.81,,
Kepler-893,1216,284.963031,43.913006,,0.99,1,,5820,Transit,6.33855761,,,,,,,0.27,3.03,,
Kepler-894,1090,288.734088,46.939396,,0.85,0.87,,5603,Transit,9.803224,,,,,,,0.248,2.78,,
Kepler-895,516,289.290653,51.408891,,0.61,0.65,,4315,Transit,2.80624233,,,,,,,0.137,1.54,,
Kepler-896,896,282.439182,43.734486,,0.81,0.84,,5262,Transit,144.547396,,,,,,,0.226,2.53,,
Kepler-897,1147,290.586837,51.69582,,1.04,1.03,,5839,Transit,8.0472642,,,,,,,0.213,2.39,,
Kepler-898,479,286.585389,46.87093,,0.62,0.65,,4223,Transit,5.8706191,,,,,,,0.133,1.49,,
Kepler-899,1038,297.48258,40.68078,,0.91,0.93,,5595,Transit,19.17891293,,,,,,,0.239,2.68,,
Kepler-9,650,285.573981,38.400892,,1.02,1.07,,5777,Transit,19.24,0.14,0.15,,0.252,80.09,,0.842,9.438,0.524,
Kepler-9,650,285.573981,38.400892,,1.02,1.07,,5777,Transit,38.91,0.225,0.13,,0.171,54.347,,0.823,9.225,0.383,
Kepler-9,650,285.573981,38.400892,,1.02,1.07,,5777,Transit,1.592851,0.0273,,,,,,0.146,1.64,,2026
Kepler-900,505,296.177297,46.99902,,0.73,0.78,,4836,Transit,6.9913086,,,,,,,0.186,2.08,,
Kepler-901,241,291.152951,40.887497,,0.57,0.59,,4184,Transit,3.51749439,,,,,,,0.122,1.37,,
Kepler-902,904,289.731692,46.953823,,0.93,0.95,,5647,Transit,40.1099547,,,,,,,0.227,2.54,,
Kepler-903,829,288.771018,40.664176,,0.97,0.98,,5682,Transit,10.3507721,,,,,,,0.179,2.01,,
Kepler-903,829,288.771018,40.664176,,0.97,0.98,,5682,Transit,62.9228557,,,,,,,0.226,2.53,,
Kepler-904,1151,288.822916,40.389049,,1.25,1.16,,6160,Transit,3.02166863,,,,,,,0.158,1.77,,
Kepler-905,521,290.051123,46.713375,,0.86,0.95,,5461,Transit,5.08274652,,,,,,,0.126,1.41,,
Kepler-906,758,291.405561,40.125487,,1.02,1.06,,6035,Transit,41.6979976,,,,,,,0.188,2.11,,
Kepler-907,352,285.476589,41.63274,,1.38,1.08,,6106,Transit,15.86621821,,,,,,,0.107,1.2,,
Kepler-908,250,295.322517,39.376484,,1.12,1.11,,5973,Transit,1.34059747,,,,,,,0.109,1.22,,
Kepler-909,318,289.506358,45.370998,,1.23,1.17,,6154,Transit,13.93290318,,,,,,,0.131,1.47,,
Kepler-91,1030,285.672872,44.116734,K3,6.3,1.31,,4550,Transit,6.24658,0.0731,,69.68,0.81,257.4423,,1.367,15.323,0.4,2040
Kepler-910,402,296.047358,42.743006,,1.5,1.26,,6230,Transit,2.36436901,,,,,,,0.073,0.82,,
Kepler-911,567,298.589186,40.750689,,1.99,1.34,,6112,Transit,20.310501,,,,,,,0.232,2.6,,
Kepler-912,1265,298.111206,41.758333,,1.11,1.07,,5998,Transit,2.53475627,,,,,,,0.25,2.8,,
Kepler-913,597,297.583122,41.952431,,0.61,0.63,,4687,Transit,10.29672521,,,,,,,0.184,2.06,,
Kepler-914,678,290.412001,44.89933,,1.15,1.1,,5877,Transit,4.40966548,,,,,,,0.123,1.38,,
Kepler-915,806,290.592077,45.737137,,1.38,1.21,,6173,Transit,4.59489604,,,,,,,0.134,1.5,,
Kepler-916,769,290.983322,45.973301,,0.81,0.85,,5248,Transit,32.2968798,,,,,,,0.157,1.76,,
Kepler-917,1027,299.05126,47.949284,,0.76,0.8,,5418,Transit,2.97041437,,,,,,,0.17,1.91,,
Kepler-918,1245,298.200719,48.267838,,1.14,1.11,,6028,Transit,4.85386933,,,,,,,0.155,1.74,,
Kepler-919,1219,298.114772,48.494404,,1.21,1.15,,6113,Transit,11.04603384,,,,,,,0.201,2.25,,
Kepler-92,,289.086058,41.562941,,1.7,1.21,,5883,Transit,13.749,,,,0.202,64.3,,0.313,3.51,,
Kepler-92,,289.086058,41.562941,,1.7,1.21,,5883,Transit,26.723,,,,0.019,6.1,,0.232,2.6,,
Kepler-92,,289.086058,41.562941,,1.7,1.21,,5883,Transit,49.3568,,0.07,,,,,0.184,2.067,,
Kepler-920,926,284.296949,49.158676,,0.85,0.89,,5403,Transit,6.53192704,,,,,,,0.216,2.42,,
Kepler-920,926,284.296949,49.158676,,0.85,0.89,,5403,Transit,100.8274113,,,,,,,0.339,3.8,,
Kepler-921,847,284.616205,49.190811,,0.91,0.93,,5663,Transit,51.300634,,,,,,,0.256,2.87,,
Kepler-922,558,284.731462,49.533195,,0.93,0.95,,5671,Transit,0.93846683,,,,,,,0.127,1.42,,
Kepler-923,966,294.171085,40.055165,,1.26,1.11,,5988,Transit,6.93366476,,,,,,,0.123,1.38,,
Kepler-924,995,290.668512,40.397718,,1.23,1.14,,6167,Transit,61.0370117,,,,,,,0.274,3.07,,
Kepler-925,623,290.106539,40.490657,,0.72,0.77,,4673,Transit,33.8678531,,,,,,,0.209,2.34,,
Kepler-926,771,289.679343,40.700466,,1.01,1.01,,5806,Transit,52.0688601,,,,,,,0.206,2.31,,
Kepler-927,879,289.38351,41.392695,,0.99,0.99,,5743,Transit,9.1149903,,,,,,,0.153,1.72,,
Kepler-928,532,289.920717,41.542828,,0.7,0.73,,4700,Transit,3.9324613,,,,,,,0.142,1.59,,
Kepler-929,820,298.481124,41.615332,,1.02,1.01,,5869,Transit,0.92103214,,,,,,,0.099,1.11,,
Kepler-93,,291.418281,38.672354,,0.92,0.91,,5669,Transit,4.72673978,0.053,0,89.183,0.01265,4.02,,0.132,1.478,6.88,1037
Kepler-93,,291.418281,38.672354,,0.92,0.91,,5669,Radial Velocity,1460,,,,3,954,,,,,
Kepler-930,905,298.314444,42.247434,,1.4,1.25,,6335,Transit,71.4517775,,,,,,,0.19,2.13,,
Kepler-931,490,297.132641,42.768253,,0.81,0.86,,5241,Transit,8.03755877,,,,,,,0.119,1.33,,
Kepler-932,478,296.952062,43.271969,,0.84,0.87,,5331,Transit,1.9214374,,,,,,,0.122,1.37,,
Kepler-933,922,289.568659,43.538612,,0.84,0.87,,5346,Transit,14.20443009,,,,,,,0.219,2.46,,
Kepler-934,603,290.288467,43.755322,,0.77,0.81,,5001,Transit,55.6738309,,,,,,,0.186,2.09,,
Kepler-935,482,295.021668,46.619217,,0.73,0.78,,4830,Transit,4.88083852,,,,,,,0.12,1.35,,
Kepler-936,687,293.577759,46.736347,,0.89,0.92,,5482,Transit,10.56134221,,,,,,,0.129,1.45,,
Kepler-937,1482,294.168805,46.714611,,1.22,1.15,,6095,Transit,67.668827,,,,,,,0.332,3.72,,
Kepler-937,1482,294.168805,46.714611,,1.22,1.15,,6095,Transit,153.343364,,,,,,,0.238,2.67,,
Kepler-938,861,294.789143,46.98399,,0.89,0.92,,5533,Transit,52.6298417,,,,,,,0.198,2.22,,
Kepler-939,1029,293.865613,47.026829,,0.85,0.88,,5471,Transit,14.878296,,,,,,,0.156,1.75,,
Kepler-94,,281.194747,47.497148,,0.76,0.81,,4781,Transit,2.50806,,,,0.034,10.84,,0.313,3.51,1.45,
Kepler-94,,281.194747,47.497148,,0.76,0.81,,4781,Radial Velocity,820.3,,,,9.836,3126,,,,,
Kepler-940,1317,294.241293,47.275982,,0.96,0.97,,5769,Transit,59.6225257,,,,,,,0.298,3.34,,
Kepler-941,1105,294.326356,47.217613,,0.86,0.89,,5539,Transit,17.42395198,,,,,,,0.275,3.08,,
Kepler-942,218,294.955114,44.149818,,0.75,0.81,,4861,Transit,44.96417488,,,,,,,0.19,2.13,,
Kepler-943,1239,284.273965,41.535023,,0.91,0.93,,5612,Transit,49.7701438,,,,,,,0.529,5.93,,
Kepler-944,1035,293.601262,42.379761,,0.83,0.86,,5409,Transit,43.3167737,,,,,,,0.235,2.63,,
Kepler-945,1543,291.269748,42.096046,,0.97,0.97,,5718,Transit,31.0033814,,,,,,,0.235,2.63,,
Kepler-946,918,300.929606,44.02879,,0.93,0.94,,5665,Transit,11.79162572,,,,,,,0.172,1.93,,
Kepler-947,1188,294.366727,42.252678,,0.87,0.9,,5508,Transit,26.9644317,,,,,,,0.203,2.28,,
Kepler-948,884,293.300231,41.523338,,0.94,0.96,,5679,Transit,7.76846622,,,,,,,0.165,1.85,,
Kepler-949,572,298.607876,46.453682,,0.86,0.89,,5403,Transit,8.6893073,,,,,,,0.26,2.91,,
Kepler-95,,284.482459,44.398037,,1.41,1.08,,5699,Transit,11.5231,,,,0.041,13,,0.305,3.42,1.71,
Kepler-950,1489,287.956566,41.130329,,1.02,1.02,,5857,Transit,98.7180406,,,,,,,0.801,8.98,,
Kepler-951,408,287.73756,38.114567,,0.73,0.77,,4834,Transit,71.52530845,,,,,,,0.499,5.59,,
Kepler-952,1167,285.371949,41.993912,,0.99,1,,5730,Transit,130.3546919,,,,,,,0.682,7.65,,
Kepler-953,240,288.971662,44.624531,,0.99,0.95,,5416,Transit,88.40655258,,,,,,,0.376,4.21,,
Kepler-953,240,288.971662,44.624531,,0.99,0.95,,5416,Transit,9.10967112,,,,,,,0.106,1.19,,
Kepler-954,224,295.859378,47.93951,,0.76,0.82,,4990,Transit,16.78176602,,,,,,,0.207,2.32,,
Kepler-955,637,288.471458,40.269795,,0.84,0.89,,5350,Transit,14.53244172,,,,,,,0.279,3.13,,
Kepler-956,631,292.530806,49.061707,,1.15,1.1,,6040,Transit,5.24867263,,,,,,,0.268,3,,
Kepler-957,749,290.156346,48.818996,,0.75,0.81,,4963,Transit,5.90741354,,,,,,,0.491,5.5,,
Kepler-958,467,287.256685,46.066769,,0.86,0.91,,5421,Transit,9.7678805,,,,,,,0.184,2.06,,
Kepler-959,1003,292.171168,40.811382,,2.01,1.6,,7005,Transit,14.80074836,,,,,,,0.391,4.38,,
Kepler-96,,297.069643,40.525141,,1.02,1,,5690,Transit,16.2385,,,,0.027,8.46,,0.238,2.67,2.26,
Kepler-960,298,281.457163,46.746468,,0.72,0.77,,4755,Transit,3.12686223,,,,,,,0.204,2.29,,
Kepler-961,607,282.035496,43.631268,,0.9,0.96,,5582,Transit,16.87727414,,,,,,,0.227,2.55,,
Kepler-962,439,295.313145,46.237488,,0.86,0.93,,5478,Transit,12.05707239,,,,,,,0.176,1.97,,
Kepler-963,786,296.752973,45.0411,,0.87,0.91,,5461,Transit,9.97683705,,,,,,,0.237,2.66,,
Kepler-964,478,295.30009,40.556591,,0.84,0.93,,5427,Transit,13.5225106,,,,,,,0.189,2.12,,
Kepler-965,618,298.515338,41.891205,,1.15,1.05,,5886,Transit,134.2527298,,,,,,,0.302,3.38,,
Kepler-966,773,297.270578,50.121811,,1.02,1.02,,5840,Transit,99.747622,,,,,,,0.368,4.13,,
Kepler-967,499,286.558075,38.40536,,0.8,0.84,,5178,Transit,13.22713379,,,,,,,0.21,2.35,,
Kepler-967,499,286.558075,38.40536,,0.8,0.84,,5178,Transit,198.7112502,,,,,,,0.326,3.65,,
Kepler-968,312,285.602528,50.112038,,0.7,0.76,,4598,Transit,3.69298373,,,,,,,0.178,2,,
Kepler-968,312,285.602528,50.112038,,0.7,0.76,,4598,Transit,5.70940492,,,,,,,0.151,1.69,,
Kepler-969,411,288.372508,47.933556,,0.82,0.92,,5214,Transit,34.1731714,,,,,,,0.185,2.07,,
Kepler-969,411,288.372508,47.933556,,0.82,0.92,,5214,Transit,1.6829346,,,,,,,0.088,0.99,,
Kepler-97,,287.326624,48.673431,,0.98,0.94,,5779,Transit,2.58664,,,,0.011,3.51,,0.132,1.48,5.44,
